#Columbus,OH weather file for 2009,,,,,
# data obtained from http://www.wunderground.com/history/airport/KCMH,,,,,,
$state_name=Ohio,,,,,,
$city_name=Columbus,,,,,,
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global,
07:03:21:51:00,72,0.57,5.8,0,0,0
07:03:22:51:00,69.1,0.57,5.8,0,0,0
07:03:23:51:00,69.1,0.57,5.8,0,0,0
07:04:00:51:00,68,0.57,5.8,0,0,0
07:04:01:51:00,64,0.579,0,0,0,0
07:04:02:51:00,63,0.579,0,0,0,0
07:04:03:51:00,63,0.57,4.6,0,0,0
07:04:04:51:00,61,0.57,0,0,0,0
07:04:05:51:00,57.9,0.559,3.5,0,0,0
07:04:06:51:00,60.1,0.57,0,4.8,4.51,6.96
07:04:07:51:00,62.1,0.579,0,10.15,9.54,14.71
07:04:08:51:00,64.9,0.59,0,14.63,13.76,21.21
07:04:09:51:00,70,0.601,0,18.24,17.15,26.44
07:04:10:51:00,72,0.57,0,27.97,35.51,38.02
07:04:11:51:00,73.9,0.57,3.5,30.46,38.68,41.4
07:04:12:51:00,73.9,0.55,3.5,31.8,40.37,43.22
07:04:13:51:00,75,0.55,0,31.97,40.59,43.45
07:04:14:51:00,75.9,0.531,4.6,30.98,39.34,42.11
07:04:15:51:00,75,0.52,0,28.84,36.61,39.2
07:04:16:51:00,75,0.511,3.5,25.53,21.61,34.7
07:04:17:51:00,73,0.54,4.6,21.07,17.83,28.64
07:04:18:51:00,71.1,0.57,6.9,15.44,13.07,20.99
07:04:19:51:00,70,0.61,5.8,8.66,7.33,11.77
07:04:20:51:00,68,0.63,6.9,0.71,0.6,0.97
07:04:21:51:00,66.9,0.621,5.8,0,0,0
07:04:22:51:00,66,0.621,6.9,0,0,0
07:04:23:51:00,66,0.621,3.5,0,0,0
07:05:00:51:00,64.9,0.61,0,0,0,0
07:05:01:51:00,64.9,0.61,0,0,0,0
07:05:02:51:00,64.9,0.621,3.5,0,0,0
07:05:03:51:00,64.9,0.621,3.5,0,0,0
07:05:04:51:00,64,0.61,4.6,0,0,0
07:05:05:51:00,64,0.621,3.5,0,0,0
07:05:06:51:00,64.9,0.621,3.5,4.8,4.51,6.96
07:05:07:51:00,66,0.61,6.9,13.53,17.18,18.39
07:05:08:51:00,66.9,0.601,4.6,19.5,16.51,26.51
07:05:09:51:00,69.1,0.59,4.6,24.31,30.87,33.05
07:05:10:51:00,71.1,0.579,4.6,27.97,35.51,38.02
07:05:11:51:00,75,0.559,8.1,22.85,21.49,33.12
07:05:12:51:00,75,0.559,5.8,23.85,22.43,34.57
07:05:13:51:00,77,0.559,6.9,23.98,22.55,34.76
07:05:14:51:00,78.1,0.559,8.1,23.24,21.85,33.69
07:05:15:51:00,79,0.559,4.6,21.63,20.34,31.36
07:05:16:51:00,80.1,0.57,8.1,51.06,32.42,55.53
07:05:17:51:00,80.1,0.559,4.6,15.8,14.86,22.91
07:05:18:51:00,80.1,0.559,4.6,11.58,10.89,16.79
07:05:19:51:00,78.1,0.55,5.8,6.49,6.11,9.42
07:05:20:51:00,75.9,0.57,4.6,0.89,0.71,1.17
07:05:21:51:00,73,0.579,3.5,0,0,0
07:05:22:51:00,70,0.579,0,0,0,0
07:05:23:51:00,68,0.59,0,0,0,0
07:06:00:51:00,68,0.59,0,0,0,0
07:06:01:51:00,64,0.59,0,0,0,0
07:06:02:51:00,63,0.59,0,0,0,0
07:06:03:51:00,63,0.59,0,0,0,0
07:06:04:51:00,61,0.579,0,0,0,0
07:06:05:51:00,61,0.57,0,0,0,0
07:06:07:51:00,64,0.579,0,33.96,19.17,36.93
07:06:08:51:00,69.1,0.59,3.5,48.81,27.54,53.08
07:06:09:51:00,73.9,0.59,6.9,60.78,34.3,66.1
07:06:10:51:00,75.9,0.55,10.4,69.88,39.43,75.99
07:06:11:51:00,78.1,0.48,9.2,38.05,30.06,49.66
07:06:12:51:00,80.1,0.5,9.2,63.57,40.36,69.12
07:06:13:51:00,80.1,0.489,6.9,23.98,22.55,34.77
07:06:14:51:00,82,0.48,11.5,23.26,21.88,33.73
07:06:15:51:00,82,0.489,6.9,21.68,20.39,31.44
07:06:16:51:00,81,0.5,9.2,19.24,18.1,27.9
07:06:17:51:00,82.9,0.511,16.1,42.5,26.98,46.21
07:06:18:51:00,82,0.489,15,31.39,19.92,34.13
07:06:19:51:00,81,0.48,11.5,11.24,8.88,14.66
07:06:20:51:00,79,0.48,6.9,1.42,1.12,1.85
07:06:21:51:00,75.9,0.489,5.8,0,0,0
07:06:22:51:00,75,0.5,8.1,0,0,0
07:06:23:51:00,73.9,0.5,6.9,0,0,0
07:07:00:51:00,71.1,0.5,0,0,0,0
07:07:01:51:00,66.9,0.511,0,0,0,0
07:07:02:51:00,63,0.531,0,0,0,0
07:07:03:51:00,63,0.55,0,0,0,0
07:07:04:51:00,63,0.54,0,0,0,0
07:07:05:51:00,64,0.55,0,0,0,0
07:07:06:51:00,64,0.559,0,4.87,4.58,7.07
07:07:07:51:00,66,0.55,0,10.19,9.58,14.77
07:07:08:51:00,68,0.55,0,19.52,24.79,26.54
07:07:09:51:00,73,0.54,0,48.63,30.87,52.88
07:07:10:53:00,78.8,0.554,0,56.11,35.62,61.01
07:07:11:51:00,79,0.52,9.2,60.89,38.65,66.21
07:07:12:51:00,80.1,0.511,9.2,23.84,22.42,34.56
07:07:13:51:00,81,0.511,11.5,23.98,22.55,34.77
07:07:14:51:00,82,0.48,10.4,23.26,21.88,33.73
07:07:15:51:00,82,0.48,10.4,21.68,20.39,31.44
07:07:16:51:00,82,0.46,11.5,51.31,32.57,55.79
07:07:17:51:00,82,0.441,12.7,42.5,26.98,46.21
07:07:18:51:00,80.1,0.43,10.4,11.77,11.07,17.06
07:07:19:51:00,79,0.43,12.7,17.98,11.41,19.55
07:07:20:51:00,75,0.45,6.9,2.27,1.44,2.47
07:07:21:51:00,73.9,0.441,4.6,0,0,0
07:07:22:51:00,71.1,0.46,3.5,0,0,0
07:07:23:51:00,66.9,0.48,5.8,0,0,0
07:08:00:51:00,64.9,0.5,4.6,0,0,0
07:08:01:51:00,64,0.511,0,0,0,0
07:08:02:51:00,62.1,0.52,0,0,0,0
07:08:03:51:00,62.1,0.52,0,0,0,0
07:08:04:51:00,59,0.531,3.5,0,0,0
07:08:05:51:00,59,0.531,0,0,0,0
07:08:06:51:00,60.1,0.531,3.5,4.87,4.58,7.07
07:08:07:51:00,64,0.531,0,10.19,9.58,14.77
07:08:08:51:00,68,0.531,0,14.64,13.77,21.23
07:08:09:51:00,71.1,0.511,3.5,18.24,17.15,26.44
07:08:10:51:00,71.1,0.5,4.6,20.96,19.72,30.4
07:08:11:51:00,75,0.489,4.6,22.83,21.47,33.1
07:08:12:51:00,75.9,0.48,3.5,23.84,22.42,34.56
07:08:13:51:00,78.1,0.48,3.5,63.95,40.6,69.54
07:08:14:51:00,79,0.48,0,62.04,39.38,67.46
07:08:15:51:00,80.1,0.48,4.6,57.82,36.71,62.88
07:08:16:51:00,81,0.489,3.5,51.31,32.57,55.79
07:08:17:51:00,81,0.489,5.8,42.5,26.98,46.21
07:08:18:51:00,80.1,0.489,8.1,31.39,19.92,34.13
07:08:19:51:00,78.1,0.48,6.9,17.98,11.41,19.55
07:08:20:51:00,73,0.531,5.8,0.85,0.8,1.23
07:08:21:51:00,71.1,0.54,5.8,0,0,0
07:08:22:51:00,70,0.531,5.8,0,0,0
07:08:23:51:00,69.1,0.54,8.1,0,0,0
07:09:00:51:00,68,0.52,6.9,0,0,0
07:09:01:51:00,66.9,0.52,5.8,0,0,0
07:09:02:51:00,66.9,0.531,5.8,0,0,0
07:09:03:51:00,66,0.54,5.8,0,0,0
07:09:04:51:00,66,0.54,4.6,0,0,0
07:09:05:51:00,64.9,0.57,3.5,0,0,0
07:09:06:51:00,64.9,0.559,6.9,6.5,8.25,8.83
07:09:07:51:00,66,0.55,5.8,13.59,17.25,18.47
07:09:08:51:00,66.9,0.559,5.8,19.52,24.79,26.54
07:09:09:51:00,70,0.55,6.9,24.31,30.87,33.05
07:09:10:51:00,73,0.54,6.9,27.95,35.49,38
07:09:11:51:00,73.9,0.54,5.8,30.44,38.65,41.38
07:09:12:51:00,77,0.54,6.9,23.84,22.42,34.56
07:09:13:51:00,80.1,0.52,10.4,23.98,22.55,34.77
07:09:14:51:00,81,0.511,9.2,23.26,21.88,33.73
07:09:15:51:00,82,0.52,8.1,21.68,20.39,31.44
07:09:16:51:00,82,0.54,8.1,51.31,32.57,55.79
07:09:17:51:00,81,0.531,5.8,42.5,26.98,46.21
07:09:18:51:00,80.1,0.55,6.9,19.62,15.5,25.6
07:09:19:51:00,79,0.52,6.9,11.24,8.88,14.66
07:09:20:51:00,75,0.52,6.9,1.42,1.12,1.85
07:09:21:51:00,73,0.531,4.6,0,0,0
07:09:22:51:00,71.1,0.55,3.5,0,0,0
07:09:23:51:00,69.1,0.559,0,0,0,0
07:10:00:51:00,66,0.559,0,0,0,0
07:10:01:51:00,64.9,0.57,0,0,0,0
07:10:02:51:00,64,0.559,0,0,0,0
07:10:03:51:00,63,0.57,0,0,0,0
07:10:04:51:00,63,0.559,0,0,0,0
07:10:05:51:00,64,0.559,0,0,0,0
07:10:06:51:00,62.1,0.559,0,4.87,4.58,7.07
07:10:07:51:00,66,0.601,5.8,27.17,17.25,29.55
07:10:08:51:00,70,0.621,4.6,39.05,24.79,42.46
07:10:09:51:00,73,0.63,5.8,18.24,17.15,26.44
07:10:10:51:00,78.1,0.621,6.9,55.91,35.49,60.79
07:10:11:51:00,80.1,0.579,3.5,76.11,42.95,82.76
07:10:12:51:00,82.9,0.61,5.8,63.57,40.36,69.12
07:10:13:51:00,84.9,0.601,3.5,23.98,22.55,34.77
07:10:14:51:00,84.9,0.61,5.8,23.26,21.88,33.73
07:10:15:51:00,86,0.61,10.4,21.68,20.39,31.44
07:10:16:51:00,87.1,0.61,9.2,51.31,32.57,55.79
07:10:17:51:00,86,0.63,12.7,42.5,26.98,46.21
07:10:18:51:00,82.9,0.66,12.7,31.39,19.92,34.13
07:10:19:51:00,81,0.649,11.5,6.74,6.34,9.77
07:10:20:51:00,79,0.649,10.4,1.13,1.44,1.54
07:10:21:51:00,78.1,0.669,9.2,0,0,0
07:10:22:51:00,77,0.68,9.2,0,0,0
07:10:23:51:00,75,0.68,8.1,0,0,0
07:11:00:51:00,75,0.669,8.1,0,0,0
07:11:01:51:00,73,0.66,9.2,0,0,0
07:11:02:51:00,72,0.649,4.6,0,0,0
07:11:03:51:00,72,0.66,4.6,0,0,0
07:11:04:51:00,72,0.66,0,0,0,0
07:11:05:51:00,72,0.649,3.5,0,0,0
07:11:06:51:00,70,0.66,4.6,4.86,4.57,7.05
07:11:07:51:00,73,0.669,6.9,27.12,17.22,29.49
07:11:08:51:00,75,0.669,5.8,14.62,13.75,21.19
07:11:09:51:00,75.9,0.68,8.1,24.28,30.82,33
07:11:10:51:00,75.9,0.691,4.6,27.92,35.45,37.95
07:11:11:41:00,75.2,0.698,11.5,15.04,16.98,24.53
07:11:11:51:00,75,0.711,9.2,15.21,17.17,24.81
07:11:12:32:00,73.4,0.716,15,15.73,17.76,25.66
07:11:12:37:00,73.4,0.698,12.7,15.78,17.81,25.74
07:11:12:51:00,72,0.68,13.8,31.77,26.89,43.19
07:11:13:26:00,71.6,0.662,6.9,32.03,27.12,43.54
07:11:13:51:00,69.1,0.66,5.8,31.98,27.07,34.78
07:11:14:07:00,69.8,0.662,12.7,15.92,17.97,25.97
07:11:14:30:00,69.8,0.662,16.1,15.75,17.78,25.69
07:11:14:51:00,70,0.669,12.7,31.05,26.28,42.2
07:11:15:07:00,69.8,0.662,11.5,15.3,17.27,24.96
07:11:15:15:00,69.8,0.662,16.1,15.18,17.13,24.75
07:11:15:19:00,69.8,0.662,17.3,15.11,17.05,24.65
07:11:15:29:00,69.8,0.68,11.5,22.4,21.07,32.47
07:11:15:37:00,69.8,0.68,9.2,29.56,25.02,32.14
07:11:15:48:00,71.6,0.68,11.5,29.1,24.63,39.55
07:11:15:51:00,71.1,0.68,16.1,28.97,24.52,39.38
07:11:16:28:00,71.6,0.68,15,27.12,34.43,36.86
07:11:16:51:00,72,0.691,12.7,25.75,32.69,35
07:11:16:59:00,71.6,0.698,12.7,25.23,32.03,34.29
07:11:17:51:00,71.1,0.691,6.9,21.38,18.1,29.06
07:11:18:33:00,71.6,0.698,5.8,8.82,9.95,14.39
07:11:18:48:00,73.4,0.698,12.7,12.13,11.41,17.58
07:11:18:51:00,73,0.711,10.4,15.87,13.43,21.57
07:11:19:51:00,75,0.711,8.1,9.21,11.7,12.52
07:11:20:51:00,73.9,0.711,5.8,1.41,1.79,1.92
07:11:21:51:00,72,0.7,4.6,0,0,0
07:11:22:36:00,71.6,0.698,5.8,0,0,0
07:11:22:51:00,71.1,0.7,4.6,0,0,0
07:11:23:20:00,71.6,0.698,4.6,0,0,0
07:11:23:38:00,71.6,0.698,5.8,0,0,0
07:11:23:51:00,71.1,0.691,3.5,0,0,0
07:12:00:51:00,70,0.691,4.6,0,0,0
07:12:01:51:00,69.1,0.669,0,0,0,0
07:12:02:51:00,66.9,0.649,0,0,0,0
07:12:03:51:00,64,0.63,0,0,0,0
07:12:04:51:00,61,0.61,0,0,0,0
07:12:04:53:00,60.8,0.608,0,0,0,0
07:12:04:57:00,60.8,0.608,0,0,0,0
07:12:05:51:00,61,0.601,0,0,0,0
07:12:06:11:00,60.8,0.59,0,2.26,1.44,2.46
07:12:06:51:00,61,0.601,0,12.97,8.23,14.1
07:12:07:51:00,63,0.601,0,27.12,17.22,29.49
07:12:08:51:00,68,0.601,0,38.98,24.75,42.39
07:12:09:51:00,71.1,0.59,3.5,48.56,30.82,52.8
07:12:10:51:00,73,0.59,0,20.94,19.69,30.36
07:12:11:51:00,75.9,0.52,3.5,60.84,38.62,66.15
07:12:12:51:00,79,0.531,6.9,63.55,40.34,69.1
07:12:13:51:00,80.1,0.57,8.1,63.97,40.61,69.56
07:12:14:51:00,82,0.559,10.4,23.29,21.9,33.76
07:12:15:51:00,82,0.55,10.4,21.73,20.43,31.5
07:12:16:51:00,82,0.57,11.5,19.31,18.16,28
07:12:17:51:00,81,0.531,13.8,16.03,15.08,23.25
07:12:18:51:00,80.1,0.531,17.3,11.9,11.19,17.25
07:12:19:51:00,79,0.5,17.3,6.91,6.5,10.02
07:12:20:51:00,77,0.43,6.9,1.06,1,1.53
07:12:21:51:00,73.9,0.489,6.9,0,0,0
07:12:22:51:00,72,0.52,5.8,0,0,0
07:12:23:51:00,71.1,0.52,3.5,0,0,0
07:13:00:51:00,66.9,0.54,0,0,0,0
07:13:01:51:00,66.9,0.511,3.5,0,0,0
07:13:02:51:00,66,0.469,9.2,0,0,0
07:13:03:51:00,64.9,0.469,9.2,0,0,0
07:13:04:51:00,63,0.469,11.5,0,0,0
07:13:05:51:00,60.1,0.48,6.9,0,0,0
07:13:06:51:00,60.1,0.48,8.1,12.97,8.23,14.1
07:13:07:51:00,62.1,0.489,5.8,16.95,13.39,22.12
07:13:08:51:00,66,0.5,8.1,24.36,19.25,31.79
07:13:09:51:00,70,0.469,9.2,30.35,23.97,39.6
07:13:10:51:00,72,0.41,11.5,69.8,39.39,75.9
07:13:11:51:00,73,0.441,4.6,76.05,42.91,82.69
07:13:12:51:00,75,0.43,5.8,79.43,44.82,86.37
07:13:13:51:00,75.9,0.45,4.6,79.96,45.12,86.94
07:13:14:51:00,78.1,0.41,8.1,38.81,30.66,50.64
07:13:15:51:00,78.1,0.441,10.4,36.21,28.61,47.25
07:13:16:51:00,78.1,0.43,10.4,32.18,25.42,41.99
07:13:17:51:00,79,0.45,9.2,26.72,21.11,34.87
07:13:18:51:00,78.1,0.46,6.9,19.83,15.67,25.88
07:13:19:51:00,78.1,0.46,8.1,18.42,11.7,20.03
07:13:20:51:00,73.9,0.48,3.5,2.82,1.79,3.07
07:13:21:51:00,72,0.489,0,0,0,0
07:13:22:51:00,69.1,0.52,0,0,0,0
07:13:23:51:00,64.9,0.54,0,0,0,0
07:14:00:51:00,64,0.531,0,0,0,0
07:14:01:51:00,62.1,0.531,3.5,0,0,0
07:14:02:51:00,62.1,0.52,0,0,0,0
07:14:03:51:00,59,0.531,3.5,0,0,0
07:14:04:51:00,57.9,0.52,3.5,0,0,0
07:14:05:51:00,57,0.531,3.5,0,0,0
07:14:06:51:00,57,0.531,0,12.97,8.23,14.1
07:14:07:51:00,61,0.511,3.5,10.17,9.56,14.74
07:14:08:51:00,69.1,0.5,5.8,14.62,13.75,21.19
07:14:09:51:00,72,0.441,10.4,48.56,30.82,52.8
07:14:10:51:00,75,0.45,4.6,55.84,35.45,60.72
07:14:11:51:00,75,0.43,5.8,60.84,38.62,66.15
07:14:12:51:00,75.9,0.41,4.6,63.55,40.34,69.1
07:14:13:51:00,79,0.441,3.5,63.97,40.61,69.56
07:14:14:51:00,79,0.43,4.6,62.1,39.42,67.52
07:14:15:51:00,80.1,0.441,5.8,57.94,36.78,63
07:14:16:51:00,79,0.43,6.9,19.31,18.16,28
07:14:17:51:00,78.1,0.45,4.6,16.03,15.08,23.25
07:14:18:51:00,79,0.46,6.9,11.9,11.19,17.25
07:14:19:51:00,75.9,0.441,4.6,6.91,6.5,10.02
07:14:20:51:00,73.9,0.469,0,1.06,1,1.53
07:14:21:51:00,70,0.5,5.8,0,0,0
07:14:22:51:00,68,0.5,4.6,0,0,0
07:14:23:51:00,66.9,0.489,3.5,0,0,0
07:15:00:51:00,64.9,0.489,4.6,0,0,0
07:15:01:51:00,64.9,0.489,5.8,0,0,0
07:15:02:51:00,64,0.489,4.6,0,0,0
07:15:03:51:00,64.9,0.489,0,0,0,0
07:15:04:51:00,64,0.5,0,0,0,0
07:15:05:51:00,63,0.489,0,0,0,0
07:15:06:51:00,62.1,0.5,3.5,4.86,4.57,7.05
07:15:07:51:00,66.9,0.511,0,13.56,17.22,18.43
07:15:08:12:00,68,0.518,4.6,19.71,15.57,25.72
07:15:08:51:00,70,0.531,5.8,14.62,13.75,21.19
07:15:09:51:00,73,0.54,3.5,18.21,17.12,26.4
07:15:10:51:00,78.1,0.559,9.2,20.94,19.69,30.36
07:15:11:51:00,79,0.57,10.4,22.81,21.46,33.08
07:15:12:51:00,82,0.579,12.7,31.77,40.34,43.19
07:15:13:51:00,82,0.59,12.7,31.98,40.61,43.47
07:15:14:51:00,82.9,0.601,15,31.05,39.42,42.2
07:15:15:51:00,81,0.63,13.8,28.97,36.78,39.38
07:15:16:51:00,81,0.66,8.1,25.75,32.69,35
07:15:17:51:00,82.9,0.68,13.8,16.03,15.08,23.25
07:15:18:51:00,82,0.68,12.7,11.9,11.19,17.25
07:15:19:51:00,82,0.66,12.7,6.91,6.5,10.02
07:15:20:51:00,80.1,0.669,13.8,1.06,1,1.53
07:15:21:51:00,78.1,0.68,13.8,0,0,0
07:15:22:51:00,75.9,0.669,12.7,0,0,0
07:15:23:51:00,75,0.68,10.4,0,0,0
07:16:00:51:00,73.9,0.68,8.1,0,0,0
07:16:01:51:00,73.9,0.68,9.2,0,0,0
07:16:02:51:00,73.9,0.68,9.2,0,0,0
07:16:03:51:00,73,0.68,10.4,0,0,0
07:16:04:23:00,71.6,0.68,11.5,0,0,0
07:16:04:51:00,72,0.691,9.2,0,0,0
07:16:05:51:00,73,0.691,8.1,0,0,0
07:16:06:19:00,71.6,0.698,5.8,2.24,2.84,3.04
07:16:06:31:00,73.4,0.698,6.9,3.86,4.9,5.25
07:16:06:51:00,73,0.691,5.8,4.85,4.56,7.04
07:16:07:51:00,73,0.691,8.1,10.15,9.55,14.72
07:16:08:51:00,73.9,0.66,10.4,14.59,13.72,21.16
07:16:09:51:00,75.9,0.66,4.6,18.18,17.1,26.36
07:16:09:58:00,77,0.662,6.9,18.54,17.44,26.89
07:16:10:08:00,78.8,0.662,4.6,19.04,17.91,27.61
07:16:10:51:00,79,0.64,8.1,20.92,19.67,30.32
07:16:10:58:00,80.6,0.626,10.4,21.18,19.92,30.71
07:16:11:51:00,81,0.61,11.5,60.79,38.59,66.1
07:16:12:51:00,82.9,0.61,10.4,63.52,40.33,69.07
07:16:13:51:00,84,0.579,17.3,63.98,40.61,69.57
07:16:14:51:00,84.9,0.579,15,62.15,39.46,67.59
07:16:15:51:00,84.9,0.59,18.4,21.77,20.47,31.56
07:16:16:51:00,84,0.579,13.8,19.38,18.22,28.09
07:16:17:51:00,84,0.57,11.5,16.13,15.17,23.39
07:16:18:51:00,82.9,0.54,12.7,12.03,11.31,17.44
07:16:19:51:00,81,0.54,11.5,7.07,6.65,10.26
07:16:20:51:00,79,0.52,11.5,3.37,2.14,3.67
07:16:21:51:00,75.9,0.531,5.8,0,0,0
07:16:22:51:00,77,0.531,3.5,0,0,0
07:16:23:51:00,75,0.55,4.6,0,0,0
07:17:00:51:00,75,0.55,4.6,0,0,0
07:17:01:51:00,73,0.559,0,0,0,0
07:17:02:51:00,70,0.59,0,0,0,0
07:17:03:51:00,69.1,0.601,0,0,0,0
07:17:04:51:00,70,0.601,0,0,0,0
07:17:05:51:00,69.1,0.61,4.6,0,0,0
07:17:06:51:00,68,0.61,5.8,6.47,5.48,8.8
07:17:07:51:00,68,0.61,3.5,13.53,17.18,18.4
07:17:08:51:00,69.1,0.621,5.8,19.46,24.7,26.45
07:17:09:51:00,70,0.63,0,24.24,20.52,32.95
07:17:10:51:00,71.1,0.621,4.6,27.89,35.41,37.91
07:17:11:51:00,73.9,0.63,0,30.39,38.59,41.31
07:17:12:51:00,75,0.621,0,31.76,40.33,43.17
07:17:13:51:00,79,0.61,11.5,23.99,22.56,34.78
07:17:14:51:00,78.1,0.61,13.8,31.08,39.46,42.24
07:17:14:57:00,78.8,0.608,11.5,15.46,17.45,25.22
07:17:15:05:00,73.4,0.626,28.8,15.35,17.32,25.04
07:17:15:08:00,69.8,0.644,36.8,15.31,17.27,24.97
07:17:15:15:00,66.2,0.626,13.8,15.2,17.15,24.79
07:17:15:39:00,73.4,0.662,13.8,22.15,20.83,32.11
07:17:15:51:00,75.9,0.66,16.1,21.77,20.47,31.56
07:17:16:51:00,78.1,0.579,18.4,51.67,32.8,56.19
07:17:17:51:00,77,0.531,18.4,43.02,27.31,46.78
07:17:18:51:00,75,0.489,20.7,32.08,20.37,34.88
07:17:19:51:00,73,0.489,11.5,18.87,11.98,20.51
07:17:20:51:00,72,0.489,11.5,2.11,1.66,2.75
07:17:21:51:00,69.1,0.48,11.5,0,0,0
07:17:22:51:00,66.9,0.489,8.1,0,0,0
07:17:23:51:00,64.9,0.511,6.9,0,0,0
07:18:00:51:00,64,0.52,11.5,0,0,0
07:18:01:51:00,64,0.52,11.5,0,0,0
07:18:02:51:00,63,0.52,9.2,0,0,0
07:18:03:51:00,63,0.531,10.4,0,0,0
07:18:04:51:00,63,0.531,10.4,0,0,0
07:18:05:51:00,62.1,0.531,9.2,0,0,0
07:18:06:51:00,61,0.54,8.1,6.47,8.22,8.8
07:18:07:51:00,61,0.54,11.5,10.15,9.55,14.72
07:18:08:32:00,62.6,0.536,9.2,17.7,22.48,24.07
07:18:08:51:00,62.1,0.55,9.2,19.46,24.7,26.45
07:18:09:43:00,62.6,0.536,9.2,23.67,30.05,32.17
07:18:09:51:00,62.1,0.54,8.1,24.24,30.78,32.95
07:18:10:51:00,63,0.54,8.1,27.89,35.41,37.91
07:18:11:04:00,64.4,0.554,8.1,28.53,36.22,38.78
07:18:11:51:00,64.9,0.55,10.4,30.39,38.59,41.31
07:18:12:51:00,64.9,0.55,12.7,31.76,40.33,43.17
07:18:13:51:00,64,0.559,16.1,31.99,27.08,43.48
07:18:14:04:00,62.6,0.572,8.1,31.89,26.99,43.34
07:18:14:31:00,62.6,0.572,4.6,31.51,26.67,42.83
07:18:14:51:00,64,0.57,0,31.08,39.46,42.24
07:18:15:20:00,64.4,0.572,5.8,30.23,25.59,41.09
07:18:15:28:00,64.4,0.59,3.5,29.95,25.35,40.71
07:18:15:33:00,64.4,0.59,0,29.76,25.19,40.45
07:18:15:41:00,64.4,0.572,0,29.45,24.93,40.03
07:18:15:51:00,64.9,0.59,0,29.03,36.85,39.45
07:18:16:51:00,69.1,0.57,10.4,25.84,32.8,35.12
07:18:17:51:00,69.1,0.55,10.4,16.13,15.17,23.39
07:18:18:51:00,69.1,0.54,11.5,12.03,11.31,17.44
07:18:19:51:00,62.1,0.579,0,7.07,6.65,10.26
07:18:20:51:00,64,0.559,4.6,1.26,1.19,1.83
07:18:21:51:00,62.1,0.559,4.6,0,0,0
07:18:22:51:00,61,0.57,5.8,0,0,0
07:18:23:51:00,61,0.57,4.6,0,0,0
07:19:00:51:00,62.1,0.57,0,0,0,0
07:19:01:51:00,62.1,0.579,0,0,0,0
07:19:02:51:00,61,0.579,0,0,0,0
07:19:03:51:00,60.1,0.579,0,0,0,0
07:19:04:51:00,61,0.559,3.5,0,0,0
07:19:05:51:00,59,0.55,4.6,0,0,0
07:19:06:51:00,57.9,0.559,0,4.85,4.56,7.04
07:19:07:51:00,60.1,0.57,0,10.15,9.55,14.72
07:19:08:51:00,61,0.559,0,19.46,24.7,26.45
07:19:09:51:00,63,0.559,0,24.24,30.78,32.95
07:19:10:51:00,64.9,0.57,0,27.89,35.41,37.91
07:19:11:51:00,68,0.559,0,30.39,38.59,41.31
07:19:12:51:00,71.1,0.531,0,23.82,22.4,34.54
07:19:13:51:00,72,0.52,5.8,23.99,22.56,34.78
07:19:14:51:00,72,0.531,3.5,23.31,21.92,33.79
07:19:15:51:00,73,0.52,0,29.03,36.85,39.45
07:19:16:51:00,73,0.531,3.5,25.84,32.8,35.12
07:19:17:51:00,70,0.579,9.2,21.51,18.21,29.23
07:19:18:51:00,71.1,0.59,4.6,12.03,11.31,17.44
07:19:19:51:00,70,0.54,4.6,7.07,6.65,10.26
07:19:20:51:00,68,0.559,3.5,1.26,1.19,1.83
07:19:21:51:00,64.9,0.57,0,0,0,0
07:19:22:51:00,64,0.57,0,0,0,0
07:19:23:51:00,63,0.57,0,0,0,0
07:20:01:51:00,60.1,0.57,0,0,0,0
07:20:02:51:00,62.1,0.55,0,0,0,0
07:20:03:51:00,61,0.57,0,0,0,0
07:20:04:51:00,57.9,0.55,0,0,0,0
07:20:05:51:00,59,0.559,0,0,0,0
07:20:06:51:00,59,0.55,3.5,8.07,6.38,10.53
07:20:07:51:00,60.1,0.559,3.5,10.13,9.53,14.69
07:20:08:51:00,66,0.579,0,38.85,24.66,42.24
07:20:09:51:00,70,0.59,0,30.26,23.9,39.48
07:20:10:51:00,73.9,0.59,3.5,55.71,35.37,60.58
07:20:11:51:00,73,0.55,0,22.78,21.42,33.02
07:20:12:51:00,75.9,0.55,3.5,23.81,22.39,34.52
07:20:13:51:00,75,0.54,0,24,22.57,34.79
07:20:14:51:00,79,0.559,6.9,23.33,21.94,33.82
07:20:15:51:00,75,0.55,5.8,29.08,36.93,39.53
07:20:16:51:00,75.9,0.57,8.1,19.45,18.29,28.19
07:20:17:51:00,77,0.55,3.5,16.23,15.26,23.53
07:20:18:51:00,73.9,0.559,6.9,16.21,20.58,22.03
07:20:19:02:00,73.4,0.572,9.2,7.55,8.52,12.31
07:20:19:21:00,73.4,0.572,8.1,9.8,9.22,14.22
07:20:19:51:00,73,0.57,3.5,19.3,12.25,20.99
07:20:20:51:00,68,0.579,0,1.47,1.38,2.13
07:20:21:51:00,64.9,0.579,4.6,0,0,0
07:20:22:51:00,66,0.579,4.6,0,0,0
07:20:23:51:00,66,0.57,0,0,0,0
07:21:00:51:00,62.1,0.57,5.8,0,0,0
07:21:01:51:00,63,0.57,3.5,0,0,0
07:21:02:51:00,62.1,0.57,0,0,0,0
07:21:03:51:00,63,0.57,0,0,0,0
07:21:04:51:00,60.1,0.57,0,0,0,0
