# Center-tapped Distribution transformer definitions
Name, NumPhases, Wdg1Bus, phase, Wdg1kV, Wdg1kVA, Wdg2Bus, phase, Wdg2kV, Wdg2kVA, Wdg3Bus, phase, Wdg3kV, Wdg3kVA, %imag, %R1, %R2, %R3, %NoLoadLoss, %X12, %X13, %X23
T5260555A, 1, L3048962, A, 7.2, 37.5, X3048962A, a, 0.12, 37.5, X3048962A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226101460A, 1, L2857591, A, 7.2, 15, X2857591A, a, 0.12, 15, X2857591A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28128517C, 1, L3048890, C, 7.2, 25, X3048890C, a, 0.12, 25, X3048890C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260567C, 1, L2936211, C, 7.2, 15, X2936211C, a, 0.12, 15, X2936211C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338981B, 1, L2820535, B, 7.2, 25, X2820535B, a, 0.12, 25, X2820535B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225533215C, 1, L3097861, C, 7.2, 10, X3097861C, a, 0.12, 10, X3097861C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391743B, 1, L3141390, B, 7.2, 25, X3141390B, a, 0.12, 25, X3141390B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391996A, 1, L3141412, A, 7.2, 15, X3141412A, a, 0.12, 15, X3141412A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28118822A, 1, L2991920, A, 7.2, 15, X2991920A, a, 0.12, 15, X2991920A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260558C, 1, L3160861, C, 7.2, 10, X3160861C, a, 0.12, 10, X3160861C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355842A, 1, L2876813, A, 7.2, 25, X2876813A, a, 0.12, 25, X2876813A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338943C, 1, L2729410, C, 7.2, 25, X2729410C, a, 0.12, 25, X2729410C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293492C, 1, L2841637, C, 7.2, 25, X2841637C, a, 0.12, 25, X2841637C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355779C, 1, L3122817, C, 7.2, 15, X3122817C, a, 0.12, 15, X3122817C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260457B, 1, L3086079, B, 7.2, 10, X3086079B, a, 0.12, 10, X3086079B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21393454B, 1, L3179699, B, 7.2, 37.5, X3179699B, a, 0.12, 37.5, X3179699B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321848B, 1, L3085390, B, 7.2, 15, X3085390B, a, 0.12, 15, X3085390B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338960C, 1, L2897767, C, 7.2, 25, X2897767C, a, 0.12, 25, X2897767C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356065B, 1, L3104124, B, 7.2, 15, X3104124B, a, 0.12, 15, X3104124B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138646A, 1, L2804251, A, 7.2, 10, X2804251A, a, 0.12, 10, X2804251A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337654C, 1, L3066808, C, 7.2, 15, X3066808C, a, 0.12, 15, X3066808C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337691B, 1, L2897774, B, 7.2, 15, X2897774B, a, 0.12, 15, X2897774B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391738B, 1, L3104115, B, 7.2, 10, X3104115B, a, 0.12, 10, X3104115B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5247171B, 1, L0247171, B, 7.2, 15, X0247171B, a, 0.12, 15, X0247171B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226192175C, 1, L3214055, C, 7.2, 15, X3214055C, a, 0.12, 15, X3214055C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5328367C, 1, L3104830, C, 7.2, 10, X3104830C, a, 0.12, 10, X3104830C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5247084B, 1, L3254211, B, 7.2, 25, X3254211B, a, 0.12, 25, X3254211B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5247100B, 1, L2729407, B, 7.2, 15, X2729407B, a, 0.12, 15, X2729407B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226101449A, 1, L3027133, A, 7.2, 25, X3027133A, a, 0.12, 25, X3027133A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321838A, 1, L2691944, A, 7.2, 25, X2691944A, a, 0.12, 25, X2691944A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226194262C, 1, L2745806, C, 7.2, 25, X2745806C, a, 0.12, 25, X2745806C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T22112168887C, 1, L2878848, C, 7.2, 37.5, X2878848C, a, 0.12, 37.5, X2878848C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355773A, 1, L2991909, A, 7.2, 25, X2991909A, a, 0.12, 25, X2991909A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226192926A, 1, L2726973, A, 7.2, 25, X2726973A, a, 0.12, 25, X2726973A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337718A, 1, L2691947, A, 7.2, 10, X2691947A, a, 0.12, 10, X2691947A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5251859C, 1, L2952007, C, 7.2, 25, X2952007C, a, 0.12, 25, X2952007C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260622C, 1, L3198347, C, 7.2, 15, X3198347C, a, 0.12, 15, X3198347C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21467859B, 1, L2916625, B, 7.2, 37.5, X2916625B, a, 0.12, 37.5, X2916625B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193298A, 1, L2820533, A, 7.2, 25, X2820533A, a, 0.12, 25, X2820533A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399809A, 1, L2785531, A, 7.2, 15, X2785531A, a, 0.12, 15, X2785531A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5294812A, 1, L3120502, A, 7.2, 15, X3120502A, a, 0.12, 15, X3120502A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226308723B, 1, L3252336, B, 7.2, 37.5, X3252336B, a, 0.12, 37.5, X3252336B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338945A, 1, L2954353, A, 7.2, 25, X2954353A, a, 0.12, 25, X2954353A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321837A, 1, L2673312, A, 7.2, 25, X2673312A, a, 0.12, 25, X2673312A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5441311A, 1, L2766720, A, 7.2, 25, X2766720A, a, 0.12, 25, X2766720A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338934B, 1, L2879070, B, 7.2, 15, X2879070B, a, 0.12, 15, X2879070B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5157716B, 1, L3179674, B, 7.2, 25, X3179674B, a, 0.12, 25, X3179674B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338930B, 1, L3029506, B, 7.2, 10, X3029506B, a, 0.12, 10, X3029506B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337717A, 1, L3216348, A, 7.2, 15, X3216348A, a, 0.12, 15, X3216348A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21400215B, 1, L3048231, B, 7.2, 50, X3048231B, a, 0.12, 50, X3048231B, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227921416A, 1, L3065696, A, 7.2, 25, X3065696A, a, 0.12, 25, X3065696A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323399B, 1, L3178974, B, 7.2, 15, X3178974B, a, 0.12, 15, X3178974B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321882C, 1, L2916607, C, 7.2, 25, X2916607C, a, 0.12, 25, X2916607C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5339021A, 1, L3197652, A, 7.2, 25, X3197652A, a, 0.12, 25, X3197652A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355589B, 1, L2691939, B, 7.2, 25, X2691939B, a, 0.12, 25, X2691939B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225668688A, 1, L2858175, A, 7.2, 15, X2858175A, a, 0.12, 15, X2858175A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302803C, 1, L3085400, C, 7.2, 25, X3085400C, a, 0.12, 25, X3085400C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355596B, 1, L3178969, B, 7.2, 15, X3178969B, a, 0.12, 15, X3178969B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21400108B, 1, L2748139, B, 7.2, 15, X2748139B, a, 0.12, 15, X2748139B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21380500C, 1, L3235242, C, 7.2, 25, X3235242C, a, 0.12, 25, X3235242C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28150189A, 1, L2729412, A, 7.2, 25, X2729412A, a, 0.12, 25, X2729412A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193737C, 1, L3082981, C, 7.2, 15, X3082981C, a, 0.12, 15, X3082981C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391989A, 1, L2766747, A, 7.2, 25, X2766747A, a, 0.12, 25, X2766747A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5328365B, 1, L3179646, B, 7.2, 37.5, X3179646B, a, 0.12, 37.5, X3179646B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21387206C, 1, L3235251, C, 7.2, 15, X3235251C, a, 0.12, 15, X3235251C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337661B, 1, L2766749, B, 7.2, 25, X2766749B, a, 0.12, 25, X2766749B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338965A, 1, L3010568, A, 7.2, 25, X3010568A, a, 0.12, 25, X3010568A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391748B, 1, L2991902, B, 7.2, 25, X2991902B, a, 0.12, 25, X2991902B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356013A, 1, L2954348, A, 7.2, 25, X2954348A, a, 0.12, 25, X2954348A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323255B, 1, L2860484, B, 7.2, 15, X2860484B, a, 0.12, 15, X2860484B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399229A, 1, L2879078, A, 7.2, 15, X2879078A, a, 0.12, 15, X2879078A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224237643A, 1, L3649301, A, 7.2, 37.5, X3649301A, a, 0.12, 37.5, X3649301A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302473A, 1, L2804252, A, 7.2, 25, X2804252A, a, 0.12, 25, X2804252A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193886B, 1, L2783231, B, 7.2, 25, X2783231B, a, 0.12, 25, X2783231B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323394B, 1, L2710504, B, 7.2, 37.5, X2710504B, a, 0.12, 37.5, X2710504B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21383553B, 1, L2935547, B, 7.2, 15, X2935547B, a, 0.12, 15, X2935547B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391742B, 1, L3048201, B, 7.2, 25, X3048201B, a, 0.12, 25, X3048201B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5274992C, 1, L2804250, C, 7.2, 25, X2804250C, a, 0.12, 25, X2804250C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225700953A, 1, L3081380, A, 7.2, 15, X3081380A, a, 0.12, 15, X3081380A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226964880A, 1, L3172805, A, 7.2, 25, X3172805A, a, 0.12, 25, X3172805A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21386552B, 1, L2822867, B, 7.2, 15, X2822867B, a, 0.12, 15, X2822867B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302734A, 1, L2991922, A, 7.2, 15, X2991922A, a, 0.12, 15, X2991922A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338955B, 1, L3010560, B, 7.2, 25, X3010560B, a, 0.12, 25, X3010560B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5339002B, 1, L2785536, B, 7.2, 15, X2785536B, a, 0.12, 15, X2785536B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260551C, 1, L3160872, C, 7.2, 37.5, X3160872C, a, 0.12, 37.5, X3160872C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337665B, 1, L2973178, B, 7.2, 15, X2973178B, a, 0.12, 15, X2973178B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21426205B, 1, L2731712, B, 7.2, 25, X2731712B, a, 0.12, 25, X2731712B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28120786A, 1, L2841628, A, 7.2, 25, X2841628A, a, 0.12, 25, X2841628A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321849B, 1, L2748152, B, 7.2, 15, X2748152B, a, 0.12, 15, X2748152B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5339049A, 1, L2916602, A, 7.2, 25, X2916602A, a, 0.12, 25, X2916602A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225533337A, 1, L2929261, A, 7.2, 15, X2929261A, a, 0.12, 15, X2929261A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138680A, 1, L2710521, A, 7.2, 25, X2710521A, a, 0.12, 25, X2710521A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21249626B, 1, L3142079, B, 7.2, 15, X3142079B, a, 0.12, 15, X3142079B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337695B, 1, L2879072, B, 7.2, 15, X2879072B, a, 0.12, 15, X2879072B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323249B, 1, L2729427, B, 7.2, 15, X2729427B, a, 0.12, 15, X2729427B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321841B, 1, L2954347, B, 7.2, 25, X2954347B, a, 0.12, 25, X2954347B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260595A, 1, L2767340, A, 7.2, 75, X2767340A, a, 0.12, 75, X2767340A, b, 0.12, 75, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260595B, 1, L2767340, B, 7.2, 75, X2767340B, a, 0.12, 75, X2767340B, b, 0.12, 75, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260595C, 1, L2767340, C, 7.2, 75, X2767340C, a, 0.12, 75, X2767340C, b, 0.12, 75, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293427C, 1, L3104157, C, 7.2, 25, X3104157C, a, 0.12, 25, X3104157C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321858B, 1, L3122815, B, 7.2, 15, X3122815B, a, 0.12, 15, X3122815B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5274987C, 1, L2916605, C, 7.2, 15, X2916605C, a, 0.12, 15, X2916605C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227944551A, 1, L3234149, A, 7.2, 250, X3234149A, a, 0.12, 250, X3234149A, b, 0.12, 250, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227944551B, 1, L3234149, B, 7.2, 250, X3234149B, a, 0.12, 250, X3234149B, b, 0.12, 250, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227944551C, 1, L3234149, C, 7.2, 250, X3234149C, a, 0.12, 250, X3234149C, b, 0.12, 250, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21386143C, 1, L3160862, C, 7.2, 15, X3160862C, a, 0.12, 15, X3160862C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226308727B, 1, L3233413, B, 7.2, 50, X3233413B, a, 0.12, 50, X3233413B, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5274986C, 1, L2822865, C, 7.2, 10, X2822865C, a, 0.12, 10, X2822865C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391981A, 1, L2879081, A, 7.2, 15, X2879081A, a, 0.12, 15, X2879081A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28147974B, 1, L2691946, B, 7.2, 15, X2691946B, a, 0.12, 15, X2691946B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227411655C, 1, L2806553, C, 7.2, 25, X2806553C, a, 0.12, 25, X2806553C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302859C, 1, L3254215, C, 7.2, 15, X3254215C, a, 0.12, 15, X3254215C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226192801C, 1, L2951995, C, 7.2, 75, X2951995C, a, 0.12, 75, X2951995C, b, 0.12, 75, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138651C, 1, L3197628, C, 7.2, 25, X3197628C, a, 0.12, 25, X3197628C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21470122B, 1, L2673343, B, 7.2, 15, X2673343B, a, 0.12, 15, X2673343B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28127146B, 1, L3160864, B, 7.2, 15, X3160864B, a, 0.12, 15, X3160864B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260601C, 1, L2730149, C, 7.2, 15, X2730149C, a, 0.12, 15, X2730149C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323284B, 1, L3160113, B, 7.2, 25, X3160113B, a, 0.12, 25, X3160113B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5294810A, 1, L3010585, A, 7.2, 37.5, X3010585A, a, 0.12, 37.5, X3010585A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355359B, 1, L2766730, B, 7.2, 15, X2766730B, a, 0.12, 15, X2766730B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260638C, 1, L3160871, C, 7.2, 25, X3160871C, a, 0.12, 25, X3160871C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338969A, 1, L3104129, A, 7.2, 37.5, X3104129A, a, 0.12, 37.5, X3104129A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302672C, 1, L3254205, C, 7.2, 25, X3254205C, a, 0.12, 25, X3254205C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5339046A, 1, L2785511, A, 7.2, 25, X2785511A, a, 0.12, 25, X2785511A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355588B, 1, L2822857, B, 7.2, 15, X2822857B, a, 0.12, 15, X2822857B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5262075C, 1, L3067448, C, 7.2, 25, X3067448C, a, 0.12, 25, X3067448C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260508A, 1, L2955081, A, 7.2, 15, X2955081A, a, 0.12, 15, X2955081A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28099529C, 1, L3235268, C, 7.2, 25, X3235268C, a, 0.12, 25, X3235268C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356795C, 1, L2842330, C, 7.2, 25, X2842330C, a, 0.12, 25, X2842330C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227917119A, 1, L2821770, A, 7.2, 37.5, X2821770A, a, 0.12, 37.5, X2821770A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21400253B, 1, L2691959, B, 7.2, 100, X2691959B, a, 0.12, 100, X2691959B, b, 0.12, 100, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356801A, 1, L3011229, A, 7.2, 15, X3011229A, a, 0.12, 15, X3011229A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5223663C, 1, L2936216, C, 7.2, 10, X2936216C, a, 0.12, 10, X2936216C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138371C, 1, L2879073, C, 7.2, 15, X2879073C, a, 0.12, 15, X2879073C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323247B, 1, L2935553, B, 7.2, 25, X2935553B, a, 0.12, 25, X2935553B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138753B, 1, L2748130, B, 7.2, 25, X2748130B, a, 0.12, 25, X2748130B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5339097B, 1, L3085410, B, 7.2, 15, X3085410B, a, 0.12, 15, X3085410B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323283B, 1, L2916618, B, 7.2, 37.5, X2916618B, a, 0.12, 37.5, X2916618B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321883C, 1, L3010564, C, 7.2, 15, X3010564C, a, 0.12, 15, X3010564C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21391390B, 1, L3217064, B, 7.2, 25, X3217064B, a, 0.12, 25, X3217064B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5350994C, 1, L3048968, C, 7.2, 37.5, X3048968C, a, 0.12, 37.5, X3048968C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
