#   Primary   circuit    line   definitions   
Name, Bus1, Phases, Bus2, Phases, Length, Units, LineCode,  Status   
HVMV_Sub_connector, _HVMV_Sub_LSB, ABC,   HVMV_Sub_48332, ABC,  0.01, km, 3PH-Connector  
LN5714046-1, M1047780, B,  L3066811, B,  0.12287272, km,   1PH-x2_ACSRx2_ACSR     
LN5682333-1, P901905, B,   L2804257, B,  0.025800735, km,   1PH-x2_ACSRx2_ACSR     
LN5926320-1, M1069590, B,  L3122835, B,  0.10825924, km,   1PH-x2_ACSRx2_ACSR     
LN6350555-1, M1069662, B,  L2935547, B,  0.061176171, km,   1PH-x2_ACSRx2_ACSR     
LN5532787-1, M1047471, B,  L2973180, B,  0.07616084, km,   1PH-x2_ACSRx2_ACSR     
LN6320337-1, M1026916, B,  L3197634, B,  0.010802269, km,   1PH-x2_ACSRx2_ACSR     
LN5829253-1, M1027038, B,  L2731712, B,  0.059474466, km,   1PH-x2_ACSRx2_ACSR     
LN6348946-1, M1069519, B,  P901927, B,   0.008238711, km,   1PH-x2_ACSRx2_ACSR     
LN5502529-1, M1026915, B,  M1026916, B,  0.003048982, km,   1PH-x2_ACSRx2_ACSR     
LN5472388-1, L3085410, B,  L2860499, B,  0.07835107, km,   1PH-x2_ACSRx2_ACSR     
LN6349077-1, P901912, B,   L3195365, B,  0.037424079, km,   1PH-x2_ACSRx2_ACSR     
LN5593248-1, M1047794, B,  M1047796, B,  0.13265139, km,   1PH-x2_ACSRx2_ACSR     
LN5742901-1, L3104859, B,  L2970845, B,  0.11287452, km,   1PH-x2_ACSRx2_ACSR     
LN5926316-1, L2766732, B,  M1026485, B,  0.013733074, km,   1PH-x2_ACSRx2_ACSR     
LN6506316-3, L2991901, B,  M3037537, B,  0.46634392, km,   1PH-x2_ACSRx2_ACSR     
LN5593228-1, M1027019, B,  L2785522, B,  0.060390635, km,   1PH-x2_ACSRx2_ACSR     
LN6320338-1, M1026920, B,  L2729408, B,  0.024236541, km,   1PH-x2_ACSRx2_ACSR     
LN6506316-6, M3037537, B,  L2911069, B,  0.00290043, km,   1PH-x2_ACSRx2_ACSR     
LN6078773-1, M1142798, B,  M1142801, B,  0.079438123, km,   1PH-x2_ACSRx2_ACSR     
LN5744337-1, L2673320, B,  L3048209, B,  0.065666517, km,   1PH-x2_ACSRx2_ACSR     
LN5502557-1, M1069555, B,  L3085410, B,  0.048381956, km,   1PH-x2_ACSRx2_ACSR     
LN5896826-1, M1209749, B,  L2748840, B,  0.20318135, km,   1PH-x2_ACSRx2_ACSR     
LN6321415-1, M1142800, B,  M1142799, B,  0.093302869, km,   1PH-x2_ACSRx2_ACSR     
LN6259991-1, M1026949, B,  M1026951, B,  0.087172773, km,   1PH-x2_ACSRx2_ACSR     
LN5806920-1, M1027039, B,  D5806920-1_INT, B,    0.004572804, km,   1PH-x2_ACSRx2_ACSR     
LN6412352-1, L2767409, B,  M1142800, B,  0.0932584, km,   1PH-x2_ACSRx2_ACSR     
LN6292466-1, M1047552, B,  P827529, B,   0.008766999, km,   1PH-x2_ACSRx2_ACSR     
LN6198036-1, M1069560, B,  L3176660, B,  0.088112702, km,   1PH-x2_ACSRx2_ACSR     
LN5804837-1, M1026492, B,  L3048231, B,  0.053601875, km,   1PH-x2_ACSRx2_ACSR     
LN5653453-1, M1027005, B,  L3160100, B,  0.0388207, km,   1PH-x2_ACSRx2_ACSR     
LN5865242-1, L2879071, B,  L3029504, B,  0.079865899, km,   1PH-x2_ACSRx2_ACSR     
LN6013613-1, M1047453, B,  L2913406, B,  0.083210258, km,   1PH-x2_ACSRx2_ACSR     
LN5651966-1, M1026953, B,  L2764399, B,  0.030479969, km,   1PH-x2_ACSRx2_ACSR     
LN6409780-1, P895117, B,   M1069532, B,  0.005181141, km,   1PH-x2_ACSRx2_ACSR     
LN5865247-1, M1026704, B,  L2991915, B,  0.054956304, km,   1PH-x2_ACSRx2_ACSR     
LN6229788-1, M1027101, B,  L2710508, B,  0.003622345, km,   1PH-x2_ACSRx2_ACSR     
LN6102834-1, M1047379, B,  L3119793, B,  0.052019415, km,   1PH-x2_ACSRx2_ACSR     
LN5502537-1, L2879077, B,  M1026693, B,  0.11969229, km,   1PH-x2_ACSRx2_ACSR     
LN6048598-2, M3036162, B,  L2955055, B,  0.043061977, km,   1PH-x2_ACSRx2_ACSR     
LN5865240-1, M1026979, B,  L2748152, B,  0.077027398, km,   1PH-x2_ACSRx2_ACSR     
LN5803984-2, L3214112, B,  L3160104, B,  0.10344386, km,   1PH-x2_ACSRx2_ACSR     
LN5653481-1, M1047792, B,  L2860500, B,  0.095546593, km,   1PH-x2_ACSRx2_ACSR     
LN5534964-1, P827495, B,   M1026466, B,  0.016743499, km,   1PH-x2_ACSRx2_ACSR     
LN6350554-1, L2897789, B,  M1069662, B,  0.061182912, km,   1PH-x2_ACSRx2_ACSR     
LN5806921-1, P827555, B,   M1047794, B,  0.007946199, km,   1PH-x2_ACSRx2_ACSR     
LN6017291-1, M1026940, B,  M1026935, B,  0.11485633, km,   1PH-x2_ACSRx2_ACSR     
LN5500962-1, L2954347, B,  M1026953, B,  0.030479967, km,   1PH-x2_ACSRx2_ACSR     
LN6505937-2, M1125905, B,  L3142079, B,  0.24316767, km,   1PH-x2_ACSRx2_ACSR     
LN6206281-1, M1026722, B,  M1026736, B,  0.071188788, km,   1PH-x2_ACSRx2_ACSR     
LN5865225-1, M1009824, B,  L2822857, B,  0.053639767, km,   1PH-x2_ACSRx2_ACSR     
LN5859996-1, M1069464, B,  P873787, B,   0.006235546, km,   1PH-x2_ACSRx2_ACSR     
LN5896831-1, M1142799, B,  M1142798, B,  0.10077887, km,   1PH-x2_ACSRx2_ACSR     
LN6380799-1, M1026463, B,  M1026468, B,  0.04094586, km,   1PH-x2_ACSRx2_ACSR     
LN5924800-1, M1027019, B,  L2801949, B,  0.20531206, km,   1PH-x2_ACSRx2_ACSR     
LN5865239-1, M1026935, B,  L2935556, B,  0.091468329, km,   1PH-x2_ACSRx2_ACSR     
LN5744361-1, L2860485, B,  L2860506, B,  0.208371, km,   1PH-x2_ACSRx2_ACSR     
LN6229812-1, M1026496, B,  L2691959, B,  0.046038055, km,   1PH-x2_ACSRx2_ACSR     
LN6163946-1, P873787, B,   M1069463, B,  0.014773005, km,   1PH-x2_ACSRx2_ACSR     
LN6074369-2, M1069610, B,  L2991929, B,  0.045811507, km,   1PH-x2_ACSRx2_ACSR     
LN5987956-1, M1209750, B,  L3086075, B,  0.11534885, km,   1PH-x2_ACSRx2_ACSR     
LN5593247-1, L3216344, B,  L2860501, B,  0.031082657, km,   1PH-x2_ACSRx2_ACSR     
LN6108165-1, M1069597, B,  L3197653, B,  0.10167458, km,   1PH-x2_ACSRx2_ACSR     
LN5835125-1, M1008758, B,  L2822859, B,  0.04458962, km,   1PH-x2_ACSRx2_ACSR     
LN6315098-1, L3217064, B,  L3200222, B,  0.22967096, km,   1PH-x2_ACSRx2_ACSR     
LN5533709-1, L2936213, B,  M1108527, B,  0.086901435, km,   1PH-x2_ACSRx2_ACSR     
LN6018329-1, M1142826, B,  L3160864, B,  0.091386796, km,   1PH-x2_ACSRx2_ACSR     
LN5562946-1, M1069526, B,  L2673331, B,  0.038502533, km,   1PH-x2_ACSRx2_ACSR     
LN6379342-1, P901909, B,   M1026472, B,  0.020642497, km,   1PH-x2_ACSRx2_ACSR     
LN5504714-1, M1026485, B,  P827542, B,   0.007368314, km,   1PH-x2_ACSRx2_ACSR     
LN5956472-1, M1026693, B,  L2991916, B,  0.10177441, km,   1PH-x2_ACSRx2_ACSR     
LN5863699-1, M1027013, B,  P901905, B,   0.010083267, km,   1PH-x2_ACSRx2_ACSR     
LN6407207-1, M1069533, B,  P895117, B,   0.008572852, km,   1PH-x2_ACSRx2_ACSR     
LN6380827-1, M1026468, B,  L2766732, B,  0.093855873, km,   1PH-x2_ACSRx2_ACSR     
LN6292462-1, M1026463, B,  P827495, B,   0.020739992, km,   1PH-x2_ACSRx2_ACSR     
LN6199546-1, M1069530, B,  M1069526, B,  0.026753313, km,   1PH-x2_ACSRx2_ACSR     
LN6171504-1, P827542, B,   M1026486, B,  0.004660397, km,   1PH-x2_ACSRx2_ACSR     
LN6230793-1, M1209748, B,  L3142099, B,  0.08026709, km,   1PH-x2_ACSRx2_ACSR     
LN5621848-2, P901927, B,   N1136353, B,  0.016338844, km,   1PH-x2_ACSRx2_ACSR     
LN6201698-2, P827529, B,   N1136668, B,  0.004541676, km,   1PH-x2_ACSRx4_ACSR     
LN6201698-3, N1136668, B,  L3029506, B,  0.043293375, km,   1PH-x2_ACSRx4_ACSR     
LN6169266-1, M1069597, B,  L2785535, B,  0.033992465, km,   1PH-x2_ACSRx4_TPX      
LN5775368-1, L3048887, B,  M1125966, B,  0.030264566, km,   1PH-x4_ACSRx1/0_3W_CS  
LN5532733-1, M1069730, B,  L2748124, B,  0.04621324, km,   1PH-x4_ACSRx1/0_TPX    
LN6017284-1, M1008746, B,  L2954339, B,  0.040593012, km,   1PH-x4_ACSRx1/0_TPX    
LN5593246-1, M1069555, B,  M1069557, B,  0.045308064, km,   1PH-x4_ACSRx1/0_TPX    
LN5562952-1, L2766742, B,  M1009820, B,  0.090234048, km,   1PH-x4_ACSRx1/0_TPX    
LN5496577-1, M1125913, B,  L3068944, B,  0.039704496, km,   1PH-x4_ACSRx2_WPAL     
LN5708136-1, L3068944, B,  M1125911, B,  0.002220239, km,   1PH-x4_ACSRx2_WPAL     
LN5773046-2, M1069551, B,  M1069560, B,  0.12181785, km,   1PH-x4_ACSRx4_ACSR     
LN5986945-1, M1069629, B,  M1069632, B,  0.098026915, km,   1PH-x4_ACSRx4_ACSR     
LN6046042-1, M1089113, B,  M1089103, B,  0.44113502, km,   1PH-x4_ACSRx4_ACSR     
LN6199524-1, M1026330, B,  L2785526, B,  0.10856626, km,   1PH-x4_ACSRx4_ACSR     
LN5500971-1, M1108268, B,  M1108267, B,  0.42534594, km,   1PH-x4_ACSRx4_ACSR     
LN6292464-1, E182725, B,   M1026948, B,  0.12440179, km,   1PH-x4_ACSRx4_ACSR     
LN6288856-1, L3104130, B,  L2763072, B,  0.076541512, km,   1PH-x4_ACSRx4_ACSR     
LN6380803-1, M1047836, B,  L3048199, B,  0.14050247, km,   1PH-x4_ACSRx4_ACSR     
LN5716231-1, M1069135, B,  P827533, B,   0.011116026, km,   1PH-x4_ACSRx4_ACSR     
LN5647725-1, M1009839, B,  L2673326, B,  0.064921977, km,   1PH-x4_ACSRx4_ACSR     
LN5686247-1, M1108299, B,  M1108300, B,  0.006796901, km,   1PH-x4_ACSRx4_ACSR     
LN5562947-1, M1069551, B,  M1069555, B,  0.056435997, km,   1PH-x4_ACSRx4_ACSR     
LN6286966-2, N1140820, B,  L3189189, B,  0.041358528, km,   1PH-x4_ACSRx4_ACSR     
LN6140778-1, M1026328, B,  D6140778-1_INT, B,    0.004729834, km,   1PH-x4_ACSRx4_ACSR     
LN6049963-1, M1125914, B,  P829963, B,   0.004365185, km,   1PH-x4_ACSRx4_ACSR     
LN6167754-2, M1026829, B,  N1147859, B,  0.010421775, km,   1PH-x4_ACSRx4_ACSR     
LN5532734-1, L2801896, B,  M1009839, B,  0.075703072, km,   1PH-x4_ACSRx4_ACSR     
LN5623396-1, M1047828, B,  L2710513, B,  0.097674448, km,   1PH-x4_ACSRx4_ACSR     
LN5956456-1, M1026990, B,  M1027001, B,  0.25486216, km,   1PH-x4_ACSRx4_ACSR     
LN5774466-1, M1026339, B,  L2766727, B,  0.072397813, km,   1PH-x4_ACSRx4_ACSR     
LN5865232-1, L2785520, B,  M1047386, B,  0.13434549, km,   1PH-x4_ACSRx4_ACSR     
LN5955074-3, P827521, B,   N1139546, B,  0.009140775, km,   1PH-x4_ACSRx4_ACSR     
LN5593224-2, M3036164, B,  L3085397, B,  0.16882667, km,   1PH-x4_ACSRx4_ACSR     
LN6290208-1, M1047831, B,  L3178974, B,  0.080381486, km,   1PH-x4_ACSRx4_ACSR     
LN6077800-1, L2748131, B,  L2729427, B,  0.055841858, km,   1PH-x4_ACSRx4_ACSR     
LN6138597-1, M1089103, B,  L3048196, B,  0.064029768, km,   1PH-x4_ACSRx4_ACSR     
LN6108130-5, L3178974, B,  M3327098, B,  0.071938875, km,   1PH-x4_ACSRx4_ACSR     
LN5593245-1, M1069632, B,  L2954361, B,  0.083681423, km,   1PH-x4_ACSRx4_ACSR     
LN5954962-1, M1047769, B,  L3197632, B,  0.16356414, km,   1PH-x4_ACSRx4_ACSR     
LN6259981-2, L3178969, B,  L2729401, B,  0.07661124, km,   1PH-x4_ACSRx4_ACSR     
LN5835129-1, L2897765, B,  M1047819, B,  0.11422097, km,   1PH-x4_ACSRx4_ACSR     
LN6138603-1, M1026946, B,  M1026940, B,  0.12856984, km,   1PH-x4_ACSRx4_ACSR     
LN5774462-2, M3036165, B,  L3197636, B,  0.19745412, km,   1PH-x4_ACSRx4_ACSR     
LN6318427-1, M1047809, B,  L2989432, B,  0.073378661, km,   1PH-x4_ACSRx4_ACSR     
LN5744327-1, M1047834, B,  L3197624, B,  0.094155985, km,   1PH-x4_ACSRx4_ACSR     
LN6199515-1, M1047828, B,  L2954346, B,  0.020406482, km,   1PH-x4_ACSRx4_ACSR     
LN6412366-1, M1108300, B,  L2711234, B,  0.071107595, km,   1PH-x4_ACSRx4_ACSR     
LN6290226-1, M1069619, B,  M1069620, B,  0.00268189, km,   1PH-x4_ACSRx4_ACSR     
LN5502556-1, M1069557, B,  M1069558, B,  0.070632196, km,   1PH-x4_ACSRx4_ACSR     
LN6110366-1, P827553, B,   M1047826, B,  0.00535451, km,   1PH-x4_ACSRx4_ACSR     
LN5863825-1, L2933165, B,  L3235273, B,  0.12824486, km,   1PH-x4_ACSRx4_ACSR     
LN5562919-1, L2991902, B,  M1008758, B,  0.089939336, km,   1PH-x4_ACSRx4_ACSR     
LN5472353-1, M1047831, B,  L2710505, B,  0.10295688, km,   1PH-x4_ACSRx4_ACSR     
LN6350534-1, M1047374, B,  L2879065, B,  0.11974924, km,   1PH-x4_ACSRx4_ACSR     
LN5623398-1, M1026939, B,  L3104124, B,  0.024576306, km,   1PH-x4_ACSRx4_ACSR     
LN6409873-1, L2970842, B,  M1089113, B,  0.071877523, km,   1PH-x4_ACSRx4_ACSR     
LN5981120-1, M1047724, B,  M1047725, B,  0.003423955, km,   1PH-x4_ACSRx4_ACSR     
LN6017282-1, M1009840, B,  L3216338, B,  0.093111159, km,   1PH-x4_ACSRx4_ACSR     
LN5894220-1, M1108258, B,  M1108257, B,  0.043270589, km,   1PH-x4_ACSRx4_ACSR     
LN5655682-1, M1026954, B,  D5655682-1_INT, B,    0.004573626, km,   1PH-x4_ACSRx4_ACSR     
LN6108124-1, M1026987, B,  M1026989, B,  0.047558773, km,   1PH-x4_ACSRx4_ACSR     
LN5928743-2, P829960, B,   N1141478, B,  0.017681793, km,   1PH-x4_ACSRx4_ACSR     
LN5683822-1, M1047424, B,  L2691949, B,  0.064923417, km,   1PH-x4_ACSRx4_ACSR     
LN5776665-1, M1047763, B,  P827509, B,   0.004641168, km,   1PH-x4_ACSRx4_ACSR     
LN6505939-4, L3048207, B,  M3036164, B,  0.002921439, km,   1PH-x4_ACSRx4_ACSR     
LN5865267-1, M1026989, B,  L2673343, B,  0.19382708, km,   1PH-x4_ACSRx4_ACSR     
LN5924702-1, M1069532, B,  L2691965, B,  0.068760205, km,   1PH-x4_ACSRx4_ACSR     
LN6076240-1, M1047825, B,  L2726975, B,  0.070103571, km,   1PH-x4_ACSRx4_ACSR     
LN5625547-1, M1089119, B,  P827521, B,   0.006811498, km,   1PH-x4_ACSRx4_ACSR     
LN6350545-1, L3029506, B,  M1047518, B,  0.088472664, km,   1PH-x4_ACSRx4_ACSR     
LN5472366-1, M1026308, B,  L2991902, B,  0.094712608, km,   1PH-x4_ACSRx4_ACSR     
LN6109148-1, L2879767, B,  L2767407, B,  0.070207413, km,   1PH-x4_ACSRx4_ACSR     
LN6163394-1, M1008753, B,  M1026307, B,  0.29542762, km,   1PH-x4_ACSRx4_ACSR     
LN6229785-1, M1008733, B,  L3216339, B,  0.083012031, km,   1PH-x4_ACSRx4_ACSR     
LN5623394-1, M1047388, B,  L2729407, B,  0.049260379, km,   1PH-x4_ACSRx4_ACSR     
LN5562929-1, M1047424, B,  L3104127, B,  0.046947139, km,   1PH-x4_ACSRx4_ACSR     
LN5472343-1, M1009838, B,  L2801896, B,  0.047270767, km,   1PH-x4_ACSRx4_ACSR     
LN6048641-1, M1108276, B,  L2786273, B,  0.041388462, km,   1PH-x4_ACSRx4_ACSR     
LN6138616-1, M1009763, B,  L2766730, B,  0.024894507, km,   1PH-x4_ACSRx4_ACSR     
LN6195132-1, M1108298, B,  P893610, B,   0.010177529, km,   1PH-x4_ACSRx4_ACSR     
LN6259980-1, L3048199, B,  M1047837, B,  0.084785616, km,   1PH-x4_ACSRx4_ACSR     
LN6017285-1, M1047821, B,  L2785512, B,  0.20621226, km,   1PH-x4_ACSRx4_ACSR     
LN6255845-1, M1125976, B,  P895106, B,   0.007911675, km,   1PH-x4_ACSRx4_ACSR     
LN5894220-2, M1108259, B,  M1108258, B,  0.046227845, km,   1PH-x4_ACSRx4_ACSR     
LN5744350-1, M1069607, B,  M1069619, B,  0.032813881, km,   1PH-x4_ACSRx4_ACSR     
LN6383060-3, N1139538, B,  L3066818, B,  0.034801399, km,   1PH-x4_ACSRx4_ACSR     
LN6138618-1, M1009855, B,  L2991927, B,  0.11709698, km,   1PH-x4_ACSRx4_ACSR     
LN5502540-1, M1026324, B,  M1026323, B,  0.055597896, km,   1PH-x4_ACSRx4_ACSR     
LN6121686-1, L3234185, B,  L3065750, B,  0.099426324, km,   1PH-x4_ACSRx4_ACSR     
LN6411375-1, M1047441, B,  L2804258, B,  0.058106727, km,   1PH-x4_ACSRx4_ACSR     
LN6103926-1, M1125969, B,  P895102, B,   0.006630176, km,   1PH-x4_ACSRx4_ACSR     
LN5472393-1, L2729427, B,  M1047786, B,  0.04528825, km,   1PH-x4_ACSRx4_ACSR     
LN5742816-1, M1047826, B,  M1047825, B,  0.059134585, km,   1PH-x4_ACSRx4_ACSR     
LN5623395-1, M1047767, B,  L2879068, B,  0.10836231, km,   1PH-x4_ACSRx4_ACSR     
LN6290227-1, M1069613, B,  M1069597, B,  0.098863643, km,   1PH-x4_ACSRx4_ACSR     
LN6505940-2, M1047786, B,  L3048207, B,  0.06950792, km,   1PH-x4_ACSRx4_ACSR     
LN6379347-1, M1047769, B,  L2710514, B,  0.10521551, km,   1PH-x4_ACSRx4_ACSR     
LN6229816-1, L3254229, B,  M1069565, B,  0.044452135, km,   1PH-x4_ACSRx4_ACSR     
LN6505943-3, L3029501, B,  M3036165, B,  0.001865744, km,   1PH-x4_ACSRx4_ACSR     
LN5562925-1, M1026940, B,  M1026939, B,  0.065812905, km,   1PH-x4_ACSRx4_ACSR     
LN5472373-1, M1047368, B,  L2785528, B,  0.042283376, km,   1PH-x4_ACSRx4_ACSR     
LN5502521-1, M1009840, B,  L2991901, B,  0.054828722, km,   1PH-x4_ACSRx4_ACSR     
LN5533708-1, L2955005, B,  M1108372, B,  0.032059083, km,   1PH-x4_ACSRx4_ACSR     
LN5562935-1, M1026308, B,  L2897764, B,  0.10579646, km,   1PH-x4_ACSRx4_ACSR     
LN6350551-1, M1009838, B,  M1009843, B,  0.085832267, km,   1PH-x4_ACSRx4_ACSR     
LN6047554-1, M1008752, B,  L3085389, B,  0.030157844, km,   1PH-x4_ACSRx4_ACSR     
LN6350548-1, M1047368, B,  L2748130, B,  0.063630013, km,   1PH-x4_ACSRx4_ACSR     
LN6228303-2, E206614, B,   L3082983, B,  0.023249031, km,   1PH-x4_ACSRx4_ACSR     
LN5588822-1, M1125982, B,  L3029055, B,  0.060960159, km,   1PH-x4_ACSRx4_ACSR     
LN5472385-1, M1069567, B,  L2691966, B,  0.082046856, km,   1PH-x4_ACSRx4_ACSR     
LN5955074-2, N1139546, B,  L2970842, B,  0.08556852, km,   1PH-x4_ACSRx4_ACSR     
LN6108156-1, L3160108, B,  L3029510, B,  0.058647501, km,   1PH-x4_ACSRx4_ACSR     
LN5774480-1, M1069567, B,  M1069582, B,  0.1529554, km,   1PH-x4_ACSRx4_ACSR     
LN6350552-1, M1009843, B,  L3160108, B,  0.057049753, km,   1PH-x4_ACSRx4_ACSR     
LN5835123-1, M1108266, B,  M1108265, B,  0.13785673, km,   1PH-x4_ACSRx4_ACSR     
LN5957491-1, M1125940, B,  L3048963, B,  0.033551781, km,   1PH-x4_ACSRx4_ACSR     
LN5683842-1, L2897791, B,  M1069613, B,  0.002888913, km,   1PH-x4_ACSRx4_ACSR     
LN5502550-1, M1009843, B,  M1009855, B,  0.082745438, km,   1PH-x4_ACSRx4_ACSR     
LN5774446-1, M1069731, B,  M1069730, B,  0.17220081, km,   1PH-x4_ACSRx4_ACSR     
LN5835124-1, M1069731, B,  L2710504, B,  0.055663415, km,   1PH-x4_ACSRx4_ACSR     
LN6199519-1, M1047447, B,  L2766722, B,  0.09849151, km,   1PH-x4_ACSRx4_ACSR     
LN6048635-1, M1209763, B,  L2936275, B,  0.10512015, km,   1PH-x4_ACSRx4_ACSR     
LN6321419-2, M3036172, B,  M1209763, B,  0.12253251, km,   1PH-x4_ACSRx4_ACSR     
LN5985349-2, L2726974, B,  L2916618, B,  0.089155615, km,   1PH-x4_ACSRx4_ACSR     
LN5565094-1, M1047768, B,  P827554, B,   0.004137227, km,   1PH-x4_ACSRx4_ACSR     
LN5804798-3, N1136030, B,  M1047766, B,  0.030799336, km,   1PH-x4_ACSRx4_ACSR     
LN5804796-1, L2973152, B,  M1047777, B,  0.017311238, km,   1PH-x4_ACSRx4_ACSR     
LN6320332-1, L2841620, B,  L2785520, B,  0.23972223, km,   1PH-x4_ACSRx4_ACSR     
LN5895774-1, L2879068, B,  M1047773, B,  0.096799104, km,   1PH-x4_ACSRx4_ACSR     
LN5773046-1, M1069560, B,  M1069567, B,  0.081428218, km,   1PH-x4_ACSRx4_ACSR     
LN5623390-1, M1009827, B,  M1009832, B,  0.087141764, km,   1PH-x4_ACSRx4_ACSR     
LN6440071-1, L2727008, B,  M1069629, B,  0.18718667, km,   1PH-x4_ACSRx4_ACSR     
LN6228303-1, L3082983, B,  M1069588, B,  0.023112591, km,   1PH-x4_ACSRx4_ACSR     
LN5986923-1, M1027004, B,  L2897765, B,  0.14590338, km,   1PH-x4_ACSRx4_ACSR     
LN6228304-1, M1069595, B,  L2916619, B,  0.050073518, km,   1PH-x4_ACSRx4_ACSR     
LN5985349-1, M1069632, B,  L2726974, B,  0.037039941, km,   1PH-x4_ACSRx4_ACSR     
LN5591702-1, M1069590, B,  M1069595, B,  0.13532605, km,   1PH-x4_ACSRx4_ACSR     
LN5502530-1, M1069412, B,  L3066813, B,  0.061761158, km,   1PH-x4_ACSRx4_ACSR     
LN5744367-1, L3215549, B,  L2897800, B,  0.14360431, km,   1PH-x4_ACSRx4_ACSR     
LN5803267-1, M1089097, B,  M1108268, B,  0.14293338, km,   1PH-x4_ACSRx4_ACSR     
LN5865237-1, M1027023, B,  L3122815, B,  0.075242082, km,   1PH-x4_ACSRx4_ACSR     
LN6230759-1, L3142078, B,  L2879752, B,  0.1347393, km,   1PH-x4_ACSRx4_ACSR     
LN5898058-3, P827509, B,   N1136029, B,  0.006614675, km,   1PH-x4_ACSRx4_ACSR     
LN5653477-1, M1069572, B,  L3066826, B,  0.08548946, km,   1PH-x4_ACSRx4_ACSR     
LN5807090-1, M1108298, B,  M1108299, B,  0.010757708, km,   1PH-x4_ACSRx4_ACSR     
LN6286261-1, M1125978, B,  M1125982, B,  0.077629485, km,   1PH-x4_ACSRx4_ACSR     
LN6320340-1, M1026327, B,  L3197643, B,  0.25443841, km,   1PH-x4_ACSRx4_ACSR     
LN5774447-1, L2954338, B,  M1009828, B,  0.08913939, km,   1PH-x4_ACSRx4_ACSR     
LN6108146-1, L3197643, B,  M1026339, B,  0.040720603, km,   1PH-x4_ACSRx4_ACSR     
LN5535142-1, P829963, B,   M1125916, B,  0.006676143, km,   1PH-x4_ACSRx4_ACSR     
LN5472386-1, M1069565, B,  L3178988, B,  0.017968596, km,   1PH-x4_ACSRx4_ACSR     
LN6106559-1, M1069640, B,  L2804269, B,  0.10114503, km,   1PH-x4_ACSRx4_ACSR     
LN5986928-1, L2991910, B,  L2879072, B,  0.045249893, km,   1PH-x4_ACSRx4_ACSR     
LN6231996-1, M1069582, B,  D6231996-1_INT, B,    0.024681061, km,   1PH-x4_ACSRx4_ACSR     
LN5716232-1, E182731, B,   M1026327, B,  0.043174358, km,   1PH-x4_ACSRx4_ACSR     
LN6286966-3, M1026700, B,  N1140820, B,  0.02212507, km,   1PH-x4_ACSRx4_ACSR     
LN6380808-1, M1026969, B,  L2879066, B,  0.090986337, km,   1PH-x4_ACSRx4_ACSR     
LN6199508-1, M1047819, B,  L2916603, B,  0.071361473, km,   1PH-x4_ACSRx4_ACSR     
LN5804811-1, L3029510, B,  L2729409, B,  0.10814559, km,   1PH-x4_ACSRx4_ACSR     
LN5926290-1, M1047835, B,  M1047836, B,  0.19374274, km,   1PH-x4_ACSRx4_ACSR     
LN6048632-1, L2936275, B,  L3179674, B,  0.090791615, km,   1PH-x4_ACSRx4_ACSR     
LN6103662-1, P893610, B,   M1108302, B,  0.088110833, km,   1PH-x4_ACSRx4_ACSR     
LN5744353-1, M1047795, B,  L3160117, B,  0.055001948, km,   1PH-x4_ACSRx4_ACSR     
LN6017295-1, L2973156, B,  M1069393, B,  0.11632177, km,   1PH-x4_ACSRx4_ACSR     
LN6505952-4, M3036172, B,  L3086079, B,  0.002703266, km,   1PH-x4_ACSRx4_ACSR     
LN6108123-1, M1047813, B,  L2973149, B,  0.067136781, km,   1PH-x4_ACSRx4_ACSR     
LN5928743-3, N1141478, B,  M1142826, B,  0.12458073, km,   1PH-x4_ACSRx4_ACSR     
LN6199505-1, M1009832, B,  L2860479, B,  0.036046786, km,   1PH-x4_ACSRx4_ACSR     
LN5867449-1, M1069376, B,  P827563, B,   0.009627028, km,   1PH-x4_ACSRx4_ACSR     
LN5472387-1, M1069565, B,  M1069572, B,  0.081447727, km,   1PH-x4_ACSRx4_ACSR     
LN6376708-1, P895102, B,   M1125978, B,  0.009923416, km,   1PH-x4_ACSRx4_ACSR     
LN5896728-1, M1125966, B,  L2955005, B,  0.068087839, km,   1PH-x4_ACSRx4_ACSR     
LN6199516-1, M1026948, B,  M1026947, B,  0.048892491, km,   1PH-x4_ACSRx4_ACSR     
LN6411366-1, L3048196, B,  M1089097, B,  0.27540391, km,   1PH-x4_ACSRx4_ACSR     
LN5895805-1, L2935568, B,  L3235246, B,  0.18427588, km,   1PH-x4_ACSRx4_ACSR     
LN5981121-1, M1026307, B,  L3085388, B,  0.12519194, km,   1PH-x4_ACSRx4_ACSR     
LN6320333-1, M1047773, B,  L2973152, B,  0.067541463, km,   1PH-x4_ACSRx4_ACSR     
LN6108130-6, M3327098, B,  L2691943, B,  0.19980404, km,   1PH-x4_ACSRx4_ACSR     
LN6167753-1, M1009771, B,  L2914323, B,  0.074657775, km,   1PH-x4_ACSRx4_ACSR     
LN5625550-1, L2710513, B,  P827553, B,   0.18922744, km,   1PH-x4_ACSRx4_ACSR     
LN6383060-2, P827533, B,   N1139538, B,  0.009362538, km,   1PH-x4_ACSRx4_ACSR     
LN5562928-1, M1047444, B,  M1047447, B,  0.15185052, km,   1PH-x4_ACSRx4_ACSR     
LN5683828-1, M1026327, B,  L2841636, B,  0.10472867, km,   1PH-x4_ACSRx4_ACSR     
LN6380804-1, L3197624, B,  M1027101, B,  0.13873999, km,   1PH-x4_ACSRx4_ACSR     
